,0_x,0_b,0_y,record
915,True,False,0.27671495,1
916,True,False,0.2779187,1
917,True,False,0.27742475,1
918,True,False,0.27668545,1
919,True,False,0.27776915,1
920,True,False,0.27723065,1
921,True,False,0.27619699999999997,1
922,True,False,0.27630960000000004,1
923,True,False,0.27677779999999996,1
924,True,False,0.27669540000000004,1
925,True,False,0.27461385,1
926,True,False,0.27273205,1
927,True,False,0.27362835,1
928,True,False,0.27403299999999997,-1
929,True,False,0.2725772,-1
930,False,False,0.2730758,-1
931,False,False,0.27519245000000003,-1
932,False,False,0.2755631,-1
933,False,False,0.27675975,-1
934,False,False,0.27699440000000003,-1
935,False,False,0.27710645,-1
936,False,False,0.27726795000000004,-1
937,False,False,0.2774315,-1
938,False,False,0.27816045,-1
939,False,False,0.2770268,-1
940,False,False,0.27518005,-1
941,False,False,0.27545945,-1
942,False,False,0.27488670000000004,-1
943,False,False,0.2739402,-1
944,False,False,0.27469025,-1
945,False,False,0.2762943,-1
946,False,False,0.27483444999999995,-1
947,False,False,0.2712395,-1
948,False,False,0.27036895,-1
949,False,False,0.2706268,-1
950,False,False,0.2711122,-1
951,False,False,0.27054959999999995,-1
952,False,False,0.27028635,-1
953,False,False,0.2692386,-1
954,False,False,0.26778965,-1
955,False,False,0.2652932,-1
956,False,False,0.26626545,-1
957,False,False,0.2648537,-1
958,False,False,0.265623,-1
959,False,False,0.26525290000000007,-1
960,0.263529,0.0,0.263529,0
961,0.2627932,0.0,0.2627932,0
962,0.2636085,0.0,0.2636085,0
963,0.26731495,0.0,0.26731495,0
964,0.27026855,0.0,0.27026855,0
965,0.27011035,0.0,0.27011035,0
966,0.27127695,0.0,0.27127695,0
967,0.2717713,0.0,0.2717713,0
968,0.2722825,0.0,0.2722825,0
969,0.27107965,0.0,0.27107965,0
970,0.2718317,0.0,0.2718317,0
971,0.27248579999999994,0.0,0.27248579999999994,0
972,0.2706491,0.0,0.2706491,0
973,0.27048679999999997,0.0,0.27048679999999997,0
974,0.27121925,0.0,0.27121925,0
975,0.2733394,0.0,0.2733394,0
976,0.27491495,0.0,0.27491495,0
977,0.27496040000000005,0.0,0.27496040000000005,0
978,0.27486350000000004,0.0,0.27486350000000004,0
979,0.2744767,0.0,0.2744767,0
980,0.2731305,0.0,0.2731305,0
981,0.2740035,0.0,0.2740035,0
982,0.27343949999999995,0.0,0.27343949999999995,0
983,0.27337595000000003,0.0,0.27337595000000003,0
984,0.27281880000000003,0.0,0.27281880000000003,0
985,0.27237955,0.0,0.27237955,0
986,0.2734724,0.0,0.2734724,0
987,0.27364695,0.0,0.27364695,0
988,0.27379745,0.0,0.27379745,1
989,0.2736961,0.0,0.2736961,1
990,,,0.27457485,1
991,,,0.27612745,1
992,,,0.27680390000000005,1
993,,,0.27777695,1
994,,,0.27704235,1
995,,,0.27643890000000004,1
996,,,0.2757155,1
997,,,0.27468390000000004,0
998,,,0.2746748,0
999,,,0.2737545,0
